address
"ABI, 01000, KANGAR, PERLIS"
"SURUHANJAYA PERKHIDMATAN PELAJARAN, 62524, PUTRAJAYA, WP PUTRAJAYA"
"UNIT PEMODENAN TADBIRAN PERANCANGAN & PENGURUSAN MALAYSIA(MAMPU), 62526, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN PEMBANGUNAN KEMAHIRAN, 62527, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN HAL EHWAL KESATUAN SEKERJA, 62530, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN SUMBER MANUSIA, 62530, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN PERHUBUNGAN PERUSAHAAN, 62532, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN TENAGA KERJA, 62532, PUTRAJAYA, WP PUTRAJAYA"
"MAJLIS LATIHAN VOKASIONAL KEBANGSAAN, 62532, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN TENAGA MANUSIA, 62536, PUTRAJAYA, WP PUTRAJAYA"
"PENDAFTAR KESATUAN SEKERJA, 62540, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN PENDAFTARAN PERTUBUHAN, 62542, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN HAL EHWAL DALAM NEGERI, 62546, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN KESELAMATAN DALAM NEGERI, 62546, PUTRAJAYA, WP PUTRAJAYA"
"KETUA PENGARAH AGENSI ANTI DADAH KEBANGSAAN, 62546, PUTRAJAYA, WP PUTRAJAYA"
"KETUA PENGARAH JABATAN RELA, 62546, PUTRAJAYA, WP PUTRAJAYA"
"KETUA PENGARAH JABATAN IMIGRESEN MALAYSIA, 62550, PUTRAJAYA, WP PUTRAJAYA"
"KETUA PENGARAH PENDAFTARAN NEGARA, 62550, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN BELIA DAN SUKAN NEGARA, 62551, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN ALAM SEKITAR, 62570, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN BELIA DAN SUKAN, 62570, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN SUMBER ASLI DAN ALAM SEKITAR, 62574, PUTRAJAYA, WP PUTRAJAYA"
"KETUA PENGARAH JABATAN TANAH DAN GALIAN PERSEKUTUAN, 62574, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN UKUR & PEMETAAN, 62576, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN KAWALAN PENYAKIT BAWAAN VEKTOR, 62582, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN KERJA RAYA WILAYAH PERSEKUTUAN PUTRAJAYA, 62582, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN KESIHATAN, 62584, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN KEWANGAN, 62590, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN AKAUNTAN NEGARA, 62592, PUTRAJAYA, WP PUTRAJAYA"
"KETUA PENGARAH JABATAN PENILAIAN DAN PERKHIDMATAN HARTA, 62592, PUTRAJAYA, WP PUTRAJAYA"
"IBU PEJABAT JABATAN KASTAM DIRAJA MALAYSIA, 62596, PUTRAJAYA, WP PUTRAJAYA"
"BAHAGIAN BIASISWA KEMENTERIAN PELAJARAN, 62602, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN LUAR NEGERI, 62602, PUTRAJAYA, WP PUTRAJAYA"
"BAHAGIAN KEWANGAN KEMENTERIAN PELAJARAN, 62604, PUTRAJAYA, WP PUTRAJAYA"
"BAHAGIAN PENDIDIKAN GURU, 62604, PUTRAJAYA, WP PUTRAJAYA"
"BAHAGIAN SUMBER MANUSIA KEMENTERIAN PELAJARAN, 62604, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN PENDIDIKAN TEKNIKAL, 62604, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN PENDIDIKAN TINGGI, 62604, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN POLITEKNIK DAN KOLEJ KOMUNITI, 62604, PUTRAJAYA, WP PUTRAJAYA"
"JEMAAH NAZIR, 62604, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN PELAJARAN, 62604, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN PENGAJIAN TINGGI, 62604, PUTRAJAYA, WP PUTRAJAYA"
"LEMBAGA PEPERIKSAAN MALAYSIA, 62604, PUTRAJAYA, WP PUTRAJAYA"
"PUSAT PERKEMBANGAN KURIKULUM, 62604, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN KEMAJUAN MASAYARAKAT, 62605, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN KEMAJUAN LUAR BANDAR DAN WILAYAH, 62606, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN PENGANGKUTAN, 62606, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN PENERBANGAN AWAM, 62616, PUTRAJAYA, WP PUTRAJAYA"
"KETUA PENGARAH JABATAN PENGANGKUTAN JALAN, 62618, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN HAL EHWAL PENGGUNA, 62620, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN PERTANIAN DAN INDUSTRI ASAS TANI, 62623, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN PERIKANAN, 62624, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN HAIWAN, 62628, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN PERTANIAN, 62630, PUTRAJAYA, WP PUTRAJAYA"
"KETUA PENGARAH JABATAN BOMBA MALAYSIA, 62632, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN PEMBANGUNAN USAHAWAN DAN KOPERASI, 62648, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN PERUSAHAAN PERLADANGAN DAN KOMODITI, 62652, PUTRAJAYA, WP PUTRAJAYA"
"YAYASAN TEKUN NASIONAL, 62652, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN STANDARD MALAYSIA, 62654, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN BEKALAN AIR, 62662, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN SAINS TEKNOLOGI DAN INOVASI, 62662, PUTRAJAYA, WP PUTRAJAYA"
"KEMENTERIAN TENAGA, AIR DAN KOMUNIKASI, 62668, PUTRAJAYA, WP PUTRAJAYA"
"PUSAT MEL KERAJAAN PUTRAJAYA, 62668, PUTRAJAYA, WP PUTRAJAYA"
"BAHAGIAN KEMAJUAN WILAYAH PERSEKUTUAN, 62670, PUTRAJAYA, WP PUTRAJAYA"
"PERBADANAN PUTRAJAYA, 62674, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN AGAMA ISLAM WILAYAH PUTRAJAYA, 62675, PUTRAJAYA, WP PUTRAJAYA"
"JABATAN KEHAKIMAN SYARIAH MALAYSIA, 62676, PUTRAJAYA, WP PUTRAJAYA"
"SURUHANJAYA KEHAKIMAN, 62677, PUTRAJAYA, WP PUTRAJAYA"
"SURUHANJAYA PILIHAN RAYA MALAYSIA, 62686, PUTRAJAYA, WP PUTRAJAYA"
"BAHAGIAN HAL EHWAL UNDANG-UNDANG, 62692, PUTRAJAYA, WP PUTRAJAYA"
"BIRO BANTUAN GUAMAN MALAYSIA, 62692, PUTRAJAYA, WP PUTRAJAYA"
"CYBERJAYA, 62988, PUTRAJAYA, WP PUTRAJAYA"
"APARTMENT LAMAN SARI, 63000, CYBERJAYA, SELANGOR"
"BANGUNAN EMERIO CYBERJAYA, 63000, CYBERJAYA, SELANGOR"
"BIZ AVENUE 2, 63000, CYBERJAYA, SELANGOR"
"CBD PERDANA 2, 63000, CYBERJAYA, SELANGOR"
"CLOVER GARDEN RESIDENCE, 63000, CYBERJAYA, SELANGOR"
"COTTAGE WALK, 63000, CYBERJAYA, SELANGOR"
"CYBER 11, 63000, CYBERJAYA, SELANGOR"
"CYBER 12, 63000, CYBERJAYA, SELANGOR"
"CYBER 3, 63000, CYBERJAYA, SELANGOR"
"CYBER 5, 63000, CYBERJAYA, SELANGOR"
"CYBER 6, 63000, CYBERJAYA, SELANGOR"
"CYBER 7, 63000, CYBERJAYA, SELANGOR"
"CYBER BISTARI COMMERCIAL CENTRE, 63000, CYBERJAYA, SELANGOR"
"GARDEN RESIDENSI, 63000, CYBERJAYA, SELANGOR"
"GLOMAC CYBERJAYA BUSINESS PARK, 63000, CYBERJAYA, SELANGOR"
"JALAN COTTAGE WALK, 63000, CYBERJAYA, SELANGOR"
"JALAN CYBER POINT 5, 63000, CYBERJAYA, SELANGOR"
"JALAN CYBER POINT 6, 63000, CYBERJAYA, SELANGOR"
"JALAN IMPACT, 63000, CYBERJAYA, SELANGOR"
"JALAN KELAB, 63000, CYBERJAYA, SELANGOR"
"JALAN PINGGIRAN CYBER (3/1 - 3/3), 63000, CYBERJAYA, SELANGOR"
"JALAN PINGGIRAN CYBER (3/4 - 3/6), 63000, CYBERJAYA, SELANGOR"
"JALAN PINGGIRAN CYBER 3/3A, 63000, CYBERJAYA, SELANGOR"
"JALAN SRI TASIK BARAT (1A - 1E), 63000, CYBERJAYA, SELANGOR"
"JALAN SRI TASIK BARAT, 63000, CYBERJAYA, SELANGOR"
"JALAN SRI TASIK TIMUR, 63000, CYBERJAYA, SELANGOR"
"JALAN TEKNOKRAT 2, 63000, CYBERJAYA, SELANGOR"
"JALAN TEKNOKRAT 2/1, 63000, CYBERJAYA, SELANGOR"
"JALAN TEKNOKRAT 3, 63000, CYBERJAYA, SELANGOR"
"JALAN TEKNOKRAT 5, 63000, CYBERJAYA, SELANGOR"
"JALAN TEKNOKRAT 6, 63000, CYBERJAYA, SELANGOR"
"JALAN TEKNOKRAT 7, 63000, CYBERJAYA, SELANGOR"
"JALAN USAHAWAN 1, 63000, CYBERJAYA, SELANGOR"
"KANVAS SQUARE, 63000, CYBERJAYA, SELANGOR"
"KELAB KOMUNITI CYBERJAYA, 63000, CYBERJAYA, SELANGOR"
"KONDOMINIUM LAMAN AYU, 63000, CYBERJAYA, SELANGOR"
"KONDOMINIUM LAMAN MAYA, 63000, CYBERJAYA, SELANGOR"
"KRU STUDIOS, 63000, CYBERJAYA, SELANGOR"
"LAKE POINT RESIDENCES, 63000, CYBERJAYA, SELANGOR"
"LAKEFRONT VILLA, 63000, CYBERJAYA, SELANGOR"
"LAMAN VIEW, 63000, CYBERJAYA, SELANGOR"
"LINGKARAN CYBER POINT BARAT, 63000, CYBERJAYA, SELANGOR"
"LINGKARAN CYBER POINT TIMUR, 63000, CYBERJAYA, SELANGOR"
"LINGKARAN TEKNOKRAT 3 BARAT, 63000, CYBERJAYA, SELANGOR"
"LINGKARAN TEKNOKRAT, 63000, CYBERJAYA, SELANGOR"
"LINGKUNGAN APEC, 63000, CYBERJAYA, SELANGOR"
"MANSION PARK, 63000, CYBERJAYA, SELANGOR"
"OPUS RESIDENCE, 63000, CYBERJAYA, SELANGOR"
"PERDANA LAKEVIEW EAST PARK, 63000, CYBERJAYA, SELANGOR"
"PERDANA LAKEVIEW WEST PARK, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN APEC, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN BESTARI, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN CERIA, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN CYBER POINT SELATAN, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN CYBER POINT TIMUR, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN HARMONI, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN MULTIMEDIA, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN RIMBA PERMAI, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN SEMARAK API, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN SEPANG, 63000, CYBERJAYA, SELANGOR"
"PRIMA AVENUE 1, 63000, CYBERJAYA, SELANGOR"
"RADIUS BUSINESS PARK, 63000, CYBERJAYA, SELANGOR"
"SATYAM MALAYSIA GLOBAL SOLUTION CENTRE, 63000, CYBERJAYA, SELANGOR"
"SEJATI RESIDENCE, 63000, CYBERJAYA, SELANGOR"
"SERIN RESIDENCY, 63000, CYBERJAYA, SELANGOR"
"SETIA ECO GLADES PARK, 63000, CYBERJAYA, SELANGOR"
"TAMAN CYBER 6, 63000, CYBERJAYA, SELANGOR"
"TAMAN GLOMAC CYBERJAYA, 63000, CYBERJAYA, SELANGOR"
"TAMAN NADAYU 99, 63000, CYBERJAYA, SELANGOR"
"TAMAN NEOCYBER, 63000, CYBERJAYA, SELANGOR"
"TAMAN PINGGIRAN CYBER, 63000, CYBERJAYA, SELANGOR"
"TAMAN SUMMERGLADES, 63000, CYBERJAYA, SELANGOR"
"THE ARC RESIDENCE, 63000, CYBERJAYA, SELANGOR"
"THE DOMAIN, 63000, CYBERJAYA, SELANGOR"
"THE PROMENADE, 63000, CYBERJAYA, SELANGOR"
"WISMA MATRIX 1, 63000, CYBERJAYA, SELANGOR"
"UNIVERSITI MULTI MEDIA (MMU), 63100, CYBERJAYA, SELANGOR"
"MAJLIS PERBANDARAN SEPANG, 63200, CYBERJAYA, SELANGOR"
"JALAN SP 2, 63300, CYBERJAYA, SELANGOR"
"SELANGOR CYBER VALLEY, 63300, CYBERJAYA, SELANGOR"
"TAMAN SAINS SELANGOR 2, 63300, CYBERJAYA, SELANGOR"
"AIRASIA HOUSE, 64000, KLIA, SELANGOR"
"BANGUNAN TUNE HOTELS.COM, 64000, KLIA, SELANGOR"
"JALAN KLIA 2, 64000, KLIA, SELANGOR"
"JALAN KLIA S4, 64000, KLIA, SELANGOR"
"JALAN LEMBAH TTDI 1, 64000, KLIA, SELANGOR"
"JALAN PEKELILING, 64000, KLIA, SELANGOR"
"KUALA LUMPUR INTERNATIONAL AIRPORT (KLIA), 64000, KLIA, SELANGOR"
"PERSIARAN KOMERSIAL, 64000, KLIA, SELANGOR"
"PERSIARAN KORPORAT KLIA, 64000, KLIA, SELANGOR"
"AMPANG BARU, 68000, AMPANG, SELANGOR"
"AMPANG JAYA, 68000, AMPANG, SELANGOR"
"AMPANG LAMA, 68000, AMPANG, SELANGOR"
"AMPANG POINT, 68000, AMPANG, SELANGOR"
"AMPANG PRIMA CONDOMINIUM, 68000, AMPANG, SELANGOR"
"AMPANG UTAMA, 68000, AMPANG, SELANGOR"
"AMPANG WATER FRONT, 68000, AMPANG, SELANGOR"
"AMPANG, 68000, SELANGOR"
"AVENUE AMPANG, 68000, AMPANG, SELANGOR"
"AXIS ATRIUM, 68000, AMPANG, SELANGOR"
"BANDAR BARU AMPANG, 68000, AMPANG, SELANGOR"
"BEVERLY HEIGHTS, 68000, AMPANG, SELANGOR"
"BUKIT ALAM UKAY, 68000, AMPANG, SELANGOR"
"BUKIT AMPANG PERMAI, 68000, AMPANG, SELANGOR"
"BUKIT ANTARABANGSA, 68000, AMPANG, SELANGOR"
"BUKIT BELACHAN, 68000, AMPANG, SELANGOR"
"BUKIT INDAH, 68000, AMPANG, SELANGOR"
"BUKIT KEMENSAH INDAH, 68000, AMPANG, SELANGOR"
"BUKIT PALMA KEMENSAH, 68000, AMPANG, SELANGOR"
"DESA 288, 68000, AMPANG, SELANGOR"
"DESA LEMBAH PERMAI, 68000, AMPANG, SELANGOR"
"DESA TERATAI, 68000, AMPANG, SELANGOR"
"GOODVIEW ESTATE, 68000, AMPANG, SELANGOR"
"HILLSIDE ESTATE, 68000, AMPANG, SELANGOR"
"HILLVIEW ESTATE, 68000, AMPANG, SELANGOR"
"HULU KELANG, 68000, AMPANG, SELANGOR"
"JALAN 13D DESA PERMAI, 68000, AMPANG, SELANGOR"
"JALAN 3A BATU 6, 68000, AMPANG, SELANGOR"
"JALAN 8/2, 68000, AMPANG, SELANGOR"
"JALAN AIR BUKIT, 68000, AMPANG, SELANGOR"
"JALAN ALAM UKAY 1, 68000, AMPANG, SELANGOR"
"JALAN AMPANG (7 KM KE ATAS), 68000, AMPANG, SELANGOR"
"JALAN ANDAMAN UTAMA OFF JALAN UKAY PERDANA, 68000, AMPANG, SELANGOR"
"JALAN ANGGERIK, 68000, AMPANG, SELANGOR"
"JALAN BAYU KEMENSAH 1, 68000, AMPANG, SELANGOR"
"JALAN BESAR AMPANG, 68000, AMPANG, SELANGOR"
"JALAN BEVERLY HEIGHTS (2, 5), 68000, AMPANG, SELANGOR"
"JALAN BU 2/1 LAMAN OAKLEAF, 68000, AMPANG, SELANGOR"
"JALAN CEMPAKA, 68000, AMPANG, SELANGOR"
"JALAN DAGANG 12, 68000, AMPANG, SELANGOR"
"JALAN DAGANG PERMAI 4, 68000, AMPANG, SELANGOR"
"JALAN DAGANG, 68000, AMPANG, SELANGOR"
"JALAN DRAVIDAN, 68000, AMPANG, SELANGOR"
"JALAN LINGKARAN TENGAH 2, 68000, AMPANG, SELANGOR"
"JALAN MEWAH 2, 68000, AMPANG, SELANGOR"
"JALAN NIRWANA, 68000, AMPANG, SELANGOR"
"JALAN PAKAT, 68000, AMPANG, SELANGOR"
"JALAN PALMA 1D, 68000, AMPANG, SELANGOR"
"JALAN PANDAN CAHAYA 1/2, 68000, AMPANG, SELANGOR"
"JALAN PERMAI M, 68000, AMPANG, SELANGOR"
"JALAN PERMAI M1, 68000, AMPANG, SELANGOR"
"JALAN PUNCAK BUKIT INDAH 1, 68000, AMPANG, SELANGOR"
"JALAN PUNCAK BUKIT INDAH 2, 68000, AMPANG, SELANGOR"
"JALAN PUTRA, 68000, AMPANG, SELANGOR"
"JALAN SAUJANA 19, 68000, AMPANG, SELANGOR"
"JALAN TEBRAU, 68000, AMPANG, SELANGOR"
"JALAN UKAY SERAYA 1, 68000, AMPANG, SELANGOR"
"JALAN ULU KLANG, 68000, AMPANG, SELANGOR"
"JALAN WANGSA 5A, 68000, AMPANG, SELANGOR"
"JALAN WAWASAN AMPANG 2/5, 68000, AMPANG, SELANGOR"
"KAMPUNG AMAN (AMPANG), 68000, AMPANG, SELANGOR"
"KAMPUNG AMPANG RAYA, 68000, AMPANG, SELANGOR"
"KAMPUNG AMPANG, 68000, AMPANG, SELANGOR"
"KAMPUNG BAHAGIA, 68000, AMPANG, SELANGOR"
"KAMPUNG BARU AMPANG, 68000, AMPANG, SELANGOR"
"KAMPUNG BARU MELAYU, 68000, AMPANG, SELANGOR"
"KAMPUNG BARU ULU KELANG, 68000, AMPANG, SELANGOR"
"KAMPUNG BUKIT JOBINA, 68000, AMPANG, SELANGOR"
"KAMPUNG BUKIT SEPUTIH, 68000, AMPANG, SELANGOR"
"KAMPUNG DAGANG, 68000, AMPANG, SELANGOR"
"KAMPUNG INDAH, 68000, AMPANG, SELANGOR"
"KAMPUNG KEMANSAH, 68000, AMPANG, SELANGOR"
"KAMPUNG LEMBAH JAYA SELATAN, 68000, AMPANG, SELANGOR"
"KAMPUNG LEMBAH JAYA, 68000, AMPANG, SELANGOR"
"KAMPUNG MUHIBBAH, 68000, AMPANG, SELANGOR"
"KAMPUNG PASIR AMPANG, 68000, AMPANG, SELANGOR"
"KAMPUNG PINGGIR, 68000, AMPANG, SELANGOR"
"KAMPUNG PINGGIRAN 3, 68000, AMPANG, SELANGOR"
"KAMPUNG SERI AMPANG, 68000, AMPANG, SELANGOR"
"KAMPUNG SERI MELOR, 68000, AMPANG, SELANGOR"
"KAMPUNG SERI TANJUNG, 68000, AMPANG, SELANGOR"
"KAMPUNG SUNGAI PUTIH (DESA DATOK MUFTI), 68000, AMPANG, SELANGOR"
"KAMPUNG TASEK CAMPURAN, 68000, AMPANG, SELANGOR"
"KAMPUNG TASEK PERMAI, 68000, AMPANG, SELANGOR"
"KAMPUNG TASEK TAMBAHAN, 68000, AMPANG, SELANGOR"
"KAMPUNG TASEK, 68000, AMPANG, SELANGOR"
"KAMPUNG TENGAH (KAMPUNG DATO MUFTI), 68000, AMPANG, SELANGOR"
"KEMENSAH HEIGHTS, 68000, AMPANG, SELANGOR"
"KEMENSAH MEWAH, 68000, AMPANG, SELANGOR"
"LEMBAH JAYA SELATAN, 68000, AMPANG, SELANGOR"
"LEMBAH JAYA UTARA, 68000, AMPANG, SELANGOR"
"LORONG WANGSA 1, 68000, AMPANG, SELANGOR"
"MEDAN AMPANG, 68000, AMPANG, SELANGOR"
"NUSA TROPIKA, 68000, AMPANG, SELANGOR"
"PANDAN CAHAYA, 68000, AMPANG, SELANGOR"
"PANDAN UTAMA 2, 68000, AMPANG, SELANGOR"
"PANGSAPURI AXIS CROWN, 68000, AMPANG, SELANGOR"
"PANGSAPURI AXIS RESIDENCES, 68000, AMPANG, SELANGOR"
"PANGSAPURI SRI MUTIARA (TMN UKAY BISTARI), 68000, AMPANG, SELANGOR"
"PERMAI COURT - 2, 68000, AMPANG, SELANGOR"
"PERMAI RIA, 68000, AMPANG, SELANGOR"
"PERMAI VILLA, 68000, AMPANG, SELANGOR"
"PERSIARAN CAHAYA 1, 68000, AMPANG, SELANGOR"
"PERSIARAN KAYANGAN KEMENSAH, 68000, AMPANG, SELANGOR"
"PERSIARAN SERING UKAY 1, 68000, AMPANG, SELANGOR"
"PINGGIRAN UKAY, 68000, AMPANG, SELANGOR"
"PUNCAK KAYANGAN KEMENSAH, 68000, AMPANG, SELANGOR"
"PUSAT YAYASAN AUTORR, 68000, AMPANG, SELANGOR"
"RESIDENSI BISTARIA, 68000, AMPANG, SELANGOR"
"RIVERDALE PARK, 68000, AMPANG, SELANGOR"
"RUMAH PANGSA DAHLIA, TAMAN UKAY BISTARI, 68000, AMPANG, SELANGOR"
"SERING UKAY, 68000, AMPANG, SELANGOR"
"SIARAH OAKLEAF BUKIT ANTARABANGSA, 68000, AMPANG, SELANGOR"
"SRI PINANG VILLA, 68000, AMPANG, SELANGOR"
"TAMAN AL-RIDZUAN, 68000, AMPANG, SELANGOR"
"TAMAN AMPANG INDAH, 68000, AMPANG, SELANGOR"
"TAMAN AMPANG JAYA, 68000, AMPANG, SELANGOR"
"TAMAN AMPANG MAJU, 68000, AMPANG, SELANGOR"
"TAMAN AMPANG MEWAH, 68000, AMPANG, SELANGOR"
"TAMAN AMPANG PRIMA, 68000, AMPANG, SELANGOR"
"TAMAN AMPANG SAUJANA, 68000, AMPANG, SELANGOR"
"TAMAN AMPANG UTAMA, 68000, AMPANG, SELANGOR"
"TAMAN BAKTI, 68000, AMPANG, SELANGOR"
"TAMAN BAYU KEMENSAH, 68000, AMPANG, SELANGOR"
"TAMAN BUKIT AMPANG, 68000, AMPANG, SELANGOR"
"TAMAN BUKIT INDAH, 68000, AMPANG, SELANGOR"
"TAMAN BUKIT JAYA, 68000, AMPANG, SELANGOR"
"TAMAN BUKIT MEWAH, 68000, AMPANG, SELANGOR"
"TAMAN BUKIT UTAMA, 68000, AMPANG, SELANGOR"
"TAMAN CAHAYA INDAH, 68000, AMPANG, SELANGOR"
"TAMAN CAHAYA SURIA, 68000, AMPANG, SELANGOR"
"TAMAN CAHAYA, 68000, AMPANG, SELANGOR"
"TAMAN CEMPAKA, 68000, AMPANG, SELANGOR"
"TAMAN D'SURIA AMPANG, 68000, AMPANG, SELANGOR"
"TAMAN DAGANG JAYA, 68000, AMPANG, SELANGOR"
"TAMAN DAGANG PERMAI, 68000, AMPANG, SELANGOR"
"TAMAN DAGANG, 68000, AMPANG, SELANGOR"
"TAMAN DATARAN UKAY, 68000, AMPANG, SELANGOR"
"TAMAN DATO AHMAD RAZALI, 68000, AMPANG, SELANGOR"
"TAMAN FAIRUZA, 68000, AMPANG, SELANGOR"
"TAMAN GRAND VIEW, 68000, AMPANG, SELANGOR"
"TAMAN HALAMAN, 68000, AMPANG, SELANGOR"
"TAMAN HIJAU, 68000, AMPANG, SELANGOR"
"TAMAN HILL VIEW, 68000, AMPANG, SELANGOR"
"TAMAN INDAH JAYA, 68000, AMPANG, SELANGOR"
"TAMAN JOBENA, 68000, AMPANG, SELANGOR"
"TAMAN KELAB UKAY, 68000, AMPANG, SELANGOR"
"TAMAN KEMENSAH HEIGHTS, 68000, AMPANG, SELANGOR"
"TAMAN KESUMA, 68000, AMPANG, SELANGOR"
"TAMAN KOSAS, 68000, AMPANG, SELANGOR"
"TAMAN MELOR, 68000, AMPANG, SELANGOR"
"TAMAN MEWAH, 68000, AMPANG, SELANGOR"
"TAMAN MULIA JAYA, 68000, AMPANG, SELANGOR"
"TAMAN NIRWANA, 68000, AMPANG, SELANGOR"
"TAMAN PANDAN MESRA, 68000, AMPANG, SELANGOR"
"TAMAN PANDAN MEWAH, 68000, AMPANG, SELANGOR"
"TAMAN PERWIRA, 68000, AMPANG, SELANGOR"
"TAMAN PINGGIRAN UKAY, 68000, AMPANG, SELANGOR"
"TAMAN PUNCAK BUKIT UTAMA, 68000, AMPANG, SELANGOR"
"TAMAN PUTRA SULAIMAN, 68000, AMPANG, SELANGOR"
"TAMAN PUTRA, 68000, AMPANG, SELANGOR"
"TAMAN RASMI JAYA, 68000, AMPANG, SELANGOR"
"TAMAN RIANA UKAYS, 68000, AMPANG, SELANGOR"
"TAMAN SAZA, 68000, AMPANG, SELANGOR"
"TAMAN SERI AMPANG, 68000, AMPANG, SELANGOR"
"TAMAN SERI BAYU, 68000, AMPANG, SELANGOR"
"TAMAN SERI INTAN, 68000, AMPANG, SELANGOR"
"TAMAN SERI MERDEKA, 68000, AMPANG, SELANGOR"
"TAMAN SERI RAYA, 68000, AMPANG, SELANGOR"
"TAMAN SERI UKAY, 68000, AMPANG, SELANGOR"
"TAMAN SERI WATAN, 68000, AMPANG, SELANGOR"
"TAMAN TASIK RIMBA, 68000, AMPANG, SELANGOR"
"TAMAN TIARA KEMENSAH RIMBA, 68000, AMPANG, SELANGOR"
"TAMAN TIJANI UKAY, 68000, AMPANG, SELANGOR"
"TAMAN TUN ABDUL RAZAK, 68000, AMPANG, SELANGOR"
"TAMAN TUN RAZAK, 68000, AMPANG, SELANGOR"
"TAMAN UDA JAYA, 68000, AMPANG, SELANGOR"
"TAMAN UKAY BISTARI, 68000, AMPANG, SELANGOR"
"TAMAN UKAY HEIGHTS, 68000, AMPANG, SELANGOR"
"TAMAN UKAY PERDANA, 68000, AMPANG, SELANGOR"
"TAMAN UKAY SERAYA, 68000, AMPANG, SELANGOR"
"TAMAN UKAY, 68000, AMPANG, SELANGOR"
"TAMAN WAWASAN, 68000, AMPANG, SELANGOR"
"TAMAN ZOO VIEW, 68000, AMPANG, SELANGOR"
"TROPIKA KEMENSAH, 68000, AMPANG, SELANGOR"
"UKAY BOULEVARD, 68000, AMPANG, SELANGOR"
"UKAY HEIGHTS, 68000, AMPANG, SELANGOR"
"UKAY PERDANA, 68000, AMPANG, SELANGOR"
"ULU KLANG, 68000, AMPANG, SELANGOR"
"WANGSA HEIGHTS, 68000, AMPANG, SELANGOR"
"WANGSA UKAY, 68000, AMPANG, SELANGOR"
"ZOO NEGARA, 68000, AMPANG, SELANGOR"
"ZOO VIEW ESTATE, 68000, AMPANG, SELANGOR"
"ANDARI TOWNVILLA, 68100, BATU CAVES, SELANGOR"
"BANDAR BARU SELAYANG, 68100, BATU CAVES, SELANGOR"
"BATAI APARTMENT, 68100, BATU CAVES, SELANGOR"
"BATU CAVES CENTRE POINT, 68100, BATU CAVES, SELANGOR"
"BATU CAVES, 68100, SELANGOR"
"BUKIT PERMATA, 68100, BATU CAVES, SELANGOR"
"IDAMAN PURI, 68100, BATU CAVES, SELANGOR"
"JALAN ARIZA (TAMAN RAINTREE), 68100, BATU CAVES, SELANGOR"
"JALAN BATU CAVES, 68100, BATU CAVES, SELANGOR"
"JALAN BULLION MEWAH 9A, 68100, BATU CAVES, SELANGOR"
